"","pokedex_number","name","generation","category","egg_group_1","egg_group_2","has_egg_group_2","color","body_style","height_m","weight_kg","has_mega_evolution","catch_rate","base_egg_steps","base_friendship","experience_growth","type_1","type_2","has_type_2","is_legendary","hp","attack","defense","sp_attack","sp_defense","speed","total","gender","individual_ability"
"503",503,"Samurott",5,"Formidable Pokémon","Field","none","FALSE","Blue","quadruped",1.5,94.6,"False",45,5120,70,1059860,"water","none","FALSE","FALSE",95,110,85,97,70,70,527,"female","Shell Armor"
"504",504,"Patrat",5,"Scout Pokémon","Field","none","FALSE","Brown","quadruped",0.51,11.6,"False",255,3840,70,1000000,"normal","none","FALSE","FALSE",49,55,35,35,39,42,255,"female","Analytic"
"505",505,"Watchog",5,"Lookout Pokémon","Field","none","FALSE","Brown","bipedal_tailed",1.09,27,"False",255,5120,70,1000000,"normal","none","FALSE","FALSE",60,85,62,60,69,84,420,"male","Keen Eye"
"506",506,"Lillipup",5,"Puppy Pokémon","Field","none","FALSE","Brown","quadruped",0.41,4.1,"False",255,3840,70,1059860,"normal","none","FALSE","FALSE",45,54,49,25,45,55,273,"female","Pickup"
"507",507,"Herdier",5,"Loyal Dog Pokémon","Field","none","FALSE","Grey","quadruped",0.89,14.7,"False",120,3840,70,1059860,"normal","none","FALSE","FALSE",65,80,65,35,65,60,370,"female","Intimidate"
"508",508,"Stoutland",5,"Big-Hearted Pokémon","Field","none","FALSE","Grey","quadruped",1.19,61,"False",45,3840,70,1059860,"normal","none","FALSE","FALSE",76,110,90,45,90,88,499,"male","Scrappy"
"509",509,"Purrloin",5,"Devious Pokémon","Field","none","FALSE","Purple","quadruped",0.41,10.1,"False",255,5120,70,1000000,"dark","none","FALSE","FALSE",36,55,37,50,37,66,281,"male","Unburden"
"510",510,"Liepard",5,"Cruel Pokémon","Field","none","FALSE","Purple","quadruped",1.09,37.5,"False",90,5120,70,1000000,"dark","none","FALSE","FALSE",57,88,55,88,50,106,444,"female","Limber"
"511",511,"Pansage",5,"Grass Monkey Pokémon","Field","none","FALSE","Green","bipedal_tailed",0.61,10.5,"False",190,5120,70,1000000,"grass","none","FALSE","FALSE",45,53,48,53,48,70,317,"female","Overgrow"
"512",512,"Simisage",5,"Thorn Monkey Pokémon","Field","none","FALSE","Green","bipedal_tailed",1.09,30.5,"False",75,5120,70,1000000,"grass","none","FALSE","FALSE",75,88,63,98,63,111,498,"male","Gluttony"
"513",513,"Pansear",5,"High Temp Pokémon","Field","none","FALSE","Red","bipedal_tailed",0.61,11,"False",190,5120,70,1000000,"fire","none","FALSE","FALSE",50,53,48,58,43,64,316,"male","Gluttony"
"514",514,"Simisear",5,"Ember Pokémon","Field","none","FALSE","Red","bipedal_tailed",0.99,28,"False",75,5120,70,1000000,"fire","none","FALSE","FALSE",67,98,63,98,69,101,496,"male","Blaze"
"515",515,"Panpour",5,"Spray Pokémon","Field","none","FALSE","Blue","bipedal_tailed",0.61,13.5,"False",190,5120,70,1000000,"water","none","FALSE","FALSE",50,53,43,58,48,64,316,"male","Torrent"
"516",516,"Simipour",5,"Geyser Pokémon","Field","none","FALSE","Blue","bipedal_tailed",0.99,29,"False",75,5120,70,1000000,"water","none","FALSE","FALSE",75,98,56,107,63,101,500,"male","Torrent"
"517",517,"Munna",5,"Dream Eater Pokémon","Field","none","FALSE","Pink","quadruped",0.61,23.3,"False",190,2560,70,800000,"psychic","none","FALSE","FALSE",76,25,45,67,55,24,292,"female","Telepathy"
"518",518,"Musharna",5,"Drowsing Pokémon","Field","none","FALSE","Pink","bipedal_tailless",1.09,60.5,"False",75,2560,70,800000,"psychic","none","FALSE","FALSE",127,55,76,107,95,29,489,"male","Synchronize"
"519",519,"Pidove",5,"Tiny Pigeon Pokémon","Flying","none","FALSE","Grey","two_wings",0.3,2.1,"False",255,3840,70,1059860,"normal","flying","TRUE","FALSE",50,60,50,36,27,43,266,"female","Super Luck"
"520",520,"Tranquill",5,"Wild Pigeon Pokémon","Flying","none","FALSE","Grey","two_wings",0.61,15,"False",120,3840,70,1059860,"normal","flying","TRUE","FALSE",62,77,62,50,42,65,358,"female","Rivalry"
"521",521,"Unfezant",5,"Proud Pokémon","Flying","none","FALSE","Grey","two_wings",1.19,29,"False",45,3840,70,1059860,"normal","flying","TRUE","FALSE",72,115,80,65,60,93,485,"male","Super Luck"
"522",522,"Blitzle",5,"Electrified Pokémon","Field","none","FALSE","Black","quadruped",0.79,29.8,"False",190,5120,70,1000000,"electric","none","FALSE","FALSE",45,60,32,45,35,76,293,"female","Motor Drive"
"523",523,"Zebstrika",5,"Thunderbolt Pokémon","Field","none","FALSE","Black","quadruped",1.6,79.5,"False",75,5120,70,1000000,"electric","none","FALSE","FALSE",75,100,56,88,63,116,498,"female","Motor Drive"
"524",524,"Roggenrola",5,"Mantle Pokémon","Mineral","none","FALSE","Blue","head_legs",0.41,18,"False",255,3840,70,1059860,"rock","none","FALSE","FALSE",55,75,85,25,22,16,278,"male","Weak Armor"
"525",525,"Boldore",5,"Ore Pokémon","Mineral","none","FALSE","Blue","several_limbs",0.89,102,"False",120,3840,70,1059860,"rock","none","FALSE","FALSE",70,94,105,50,40,22,381,"male","Sturdy"
"526",526,"Gigalith",5,"Compressed Pokémon","Mineral","none","FALSE","Blue","several_limbs",1.7,260,"False",45,3840,70,1059860,"rock","none","FALSE","FALSE",76,135,130,60,80,27,508,"female","Sand Force"
"527",527,"Woobat",5,"Bat Pokémon","Field","Flying","TRUE","Blue","two_wings",0.41,2.1,"False",190,3840,70,1000000,"psychic","flying","TRUE","FALSE",65,45,43,55,43,72,323,"female","Simple"
"528",528,"Swoobat",5,"Courting Pokémon","Field","Flying","TRUE","Blue","two_wings",0.89,10.5,"False",45,3840,70,1000000,"psychic","flying","TRUE","FALSE",67,57,55,77,55,114,425,"male","Klutz"
"529",529,"Drilbur",5,"Mole Pokémon","Field","none","FALSE","Grey","bipedal_tailed",0.3,8.5,"False",120,5120,70,1000000,"ground","none","FALSE","FALSE",66,85,40,27,45,68,331,"female","Mold Breaker"
"530",530,"Excadrill",5,"Subterrene Pokémon","Field","none","FALSE","Grey","bipedal_tailless",0.71,40.4,"False",60,5120,70,1000000,"ground","steel","TRUE","FALSE",110,135,60,55,65,79,504,"male","Sand Rush"
"531",531,"Audino",5,"Hearing Pokémon","Fairy","none","FALSE","Pink","bipedal_tailed",1.09,31,"True",255,5120,70,800000,"normal","none","FALSE","FALSE",103,60,126,80,126,50,545,"male","Klutz"
"532",532,"Timburr",5,"Muscular Pokémon","Human-Like","none","FALSE","Grey","bipedal_tailless",0.61,12.5,"False",180,5120,70,1059860,"fighting","none","FALSE","FALSE",82,80,55,22,35,35,309,"male","Guts"
"533",533,"Gurdurr",5,"Muscular Pokémon","Human-Like","none","FALSE","Grey","bipedal_tailless",1.19,40,"False",90,5120,70,1059860,"fighting","none","FALSE","FALSE",85,105,76,44,50,40,400,"male","Guts"
"534",534,"Conkeldurr",5,"Muscular Pokémon","Human-Like","none","FALSE","Grey","bipedal_tailless",1.4,87,"False",45,5120,70,1059860,"fighting","none","FALSE","FALSE",105,140,85,60,65,45,500,"male","Sheer Force"
"535",535,"Tympole",5,"Tadpole Pokémon","Water_1","none","FALSE","Blue","with_fins",0.51,4.5,"False",255,5120,70,1059860,"water","none","FALSE","FALSE",50,50,40,50,36,70,296,"male","Swift Swim"
"536",536,"Palpitoad",5,"Vibration Pokémon","Water_1","none","FALSE","Blue","bipedal_tailed",0.79,17,"False",120,5120,70,1059860,"water","ground","TRUE","FALSE",82,65,55,65,49,69,385,"female","Water Absorb"
"537",537,"Seismitoad",5,"Vibration Pokémon","Water_1","none","FALSE","Blue","bipedal_tailless",1.5,62,"False",45,5120,70,1059860,"water","ground","TRUE","FALSE",115,85,75,85,75,74,509,"male","Poison Touch"
"538",538,"Throh",5,"Judo Pokémon","Human-Like","none","FALSE","Red","bipedal_tailless",1.3,55.5,"False",45,5120,70,1000000,"fighting","none","FALSE","FALSE",120,100,93,27,85,45,470,"male","Mold Breaker"
"539",539,"Sawk",5,"Karate Pokémon","Human-Like","none","FALSE","Blue","bipedal_tailless",1.4,51,"False",45,5120,70,1000000,"fighting","none","FALSE","FALSE",75,137,75,30,75,76,468,"male","Sturdy"
"540",540,"Sewaddle",5,"Sewing Pokémon","Bug","none","FALSE","Yellow","insectoid",0.3,2.5,"False",255,3840,70,1059860,"bug","grass","TRUE","FALSE",45,53,70,40,60,42,310,"female","Swarm"
"541",541,"Swadloon",5,"Leaf-Wrapped Pokémon","Bug","none","FALSE","Green","head_arms",0.51,7.3,"False",120,3840,70,1059860,"bug","grass","TRUE","FALSE",49,63,90,50,80,46,378,"male","Leaf Guard"
"542",542,"Leavanny",5,"Nurturing Pokémon","Bug","none","FALSE","Yellow","bipedal_tailless",1.19,20.5,"False",45,3840,70,1059860,"bug","grass","TRUE","FALSE",67,103,80,70,88,92,500,"female","Swarm"
"543",543,"Venipede",5,"Centipede Pokémon","Bug","none","FALSE","Red","insectoid",0.41,5.3,"False",255,3840,70,1059860,"bug","poison","TRUE","FALSE",30,45,59,30,42,51,257,"male","Swarm"
"544",544,"Whirlipede",5,"Curlipede Pokémon","Bug","none","FALSE","Grey","head_only",1.19,58.5,"False",120,3840,70,1059860,"bug","poison","TRUE","FALSE",36,60,99,40,79,47,361,"male","Speed Boost"
"545",545,"Scolipede",5,"Megapede Pokémon","Bug","none","FALSE","Red","insectoid",2.49,200.5,"False",45,5120,70,1059860,"bug","poison","TRUE","FALSE",60,110,89,55,62,112,488,"male","Speed Boost"
"546",546,"Cottonee",5,"Cotton Puff Pokémon","Grass","Fairy","TRUE","Green","head_only",0.3,0.6,"False",190,5120,70,1000000,"grass","fairy","TRUE","FALSE",40,27,54,40,50,66,277,"female","Chlorophyll"
"547",547,"Whimsicott",5,"Windveiled Pokémon","Grass","Fairy","TRUE","Green","bipedal_tailless",0.71,6.6,"False",75,5120,70,1000000,"grass","fairy","TRUE","FALSE",66,67,85,69,75,116,478,"female","Chlorophyll"
"548",548,"Petilil",5,"Bulb Pokémon","Grass","none","FALSE","Green","head_base",0.51,6.6,"False",190,5120,70,1000000,"grass","none","FALSE","FALSE",45,35,50,70,50,30,280,"female","Leaf Guard"
"549",549,"Lilligant",5,"Flowering Pokémon","Grass","none","FALSE","Green","head_base",1.09,16.3,"False",75,5120,70,1000000,"grass","none","FALSE","FALSE",70,60,75,110,75,90,480,"female","Leaf Guard"
"550",550,"Basculin",5,"Hostile Pokémon","Water_2","none","FALSE","Green","with_fins",0.99,18,"False",25,10240,70,1000000,"water","none","FALSE","FALSE",63,101,65,80,55,98,462,"female","Adaptability"
"551",551,"Sandile",5,"Desert Croc Pokémon","Field","none","FALSE","Brown","quadruped",0.71,15.2,"False",180,5120,70,1059860,"ground","dark","TRUE","FALSE",50,72,38,31,35,65,291,"female","Moxie"
"552",552,"Krokorok",5,"Desert Croc Pokémon","Field","none","FALSE","Brown","quadruped",0.99,33.4,"False",90,5120,70,1059860,"ground","dark","TRUE","FALSE",66,82,45,45,40,74,352,"male","Intimidate"
"553",553,"Krookodile",5,"Intimidation Pokémon","Field","none","FALSE","Red","bipedal_tailed",1.5,96.3,"False",45,5120,70,1059860,"ground","dark","TRUE","FALSE",95,117,72,71,70,92,517,"female","Anger Point"
"554",554,"Darumaka",5,"Zen Charm Pokémon","Field","none","FALSE","Red","bipedal_tailless",0.61,37.5,"False",120,5120,70,1059860,"fire","none","FALSE","FALSE",70,90,40,15,49,50,314,"male","Hustle"
"555",555,"Darmanitan",5,"Blazing Pokémon","Field","none","FALSE","Red","quadruped",1.3,92.9,"False",60,5120,70,1059860,"fire","fire","TRUE","FALSE",105,30,105,154,105,49,548,"female","Sheer Force"
"556",556,"Maractus",5,"Cactus Pokémon","Grass","none","FALSE","Green","head_base",0.99,28,"False",255,5120,70,1000000,"grass","none","FALSE","FALSE",75,86,67,106,67,60,461,"male","Chlorophyll"
"557",557,"Dwebble",5,"Rock Inn Pokémon","Bug","Mineral","TRUE","Red","insectoid",0.3,14.5,"False",190,5120,70,1000000,"bug","rock","TRUE","FALSE",50,65,93,31,35,55,329,"female","Sturdy"
"558",558,"Crustle",5,"Stone Home Pokémon","Bug","Mineral","TRUE","Red","insectoid",1.4,200,"False",75,5120,70,1000000,"bug","rock","TRUE","FALSE",70,115,112,65,75,45,482,"female","Sturdy"
"559",559,"Scraggy",5,"Shedding Pokémon","Field","Dragon","TRUE","Yellow","bipedal_tailed",0.61,11.8,"False",180,3840,35,1000000,"dark","fighting","TRUE","FALSE",50,75,70,31,70,52,348,"female","Moxie"
"560",560,"Scrafty",5,"Hoodlum Pokémon","Field","Dragon","TRUE","Red","bipedal_tailed",1.09,30,"False",90,3840,70,1000000,"dark","fighting","TRUE","FALSE",65,90,115,45,115,58,488,"female","Intimidate"
"561",561,"Sigilyph",5,"Avianoid Pokémon","Flying","none","FALSE","Black","two_wings",1.4,14,"False",45,5120,70,1000000,"psychic","flying","TRUE","FALSE",72,58,80,103,80,97,490,"male","Magic Guard"
"562",562,"Yamask",5,"Spirit Pokémon","Mineral","Amorphous","TRUE","Black","head_arms",0.51,1.5,"False",190,6400,70,1000000,"ghost","none","FALSE","FALSE",38,27,93,55,65,30,308,"female","Mummy"
"563",563,"Cofagrigus",5,"Coffin Pokémon","Mineral","Amorphous","TRUE","Yellow","head_base",1.7,76.5,"False",90,6400,70,1000000,"ghost","none","FALSE","FALSE",58,45,145,95,115,30,488,"female","Mummy"
"564",564,"Tirtouga",5,"Prototurtle Pokémon","Water_1","Water_3","TRUE","Blue","quadruped",0.71,16.5,"False",45,7680,70,1000000,"water","rock","TRUE","FALSE",48,78,103,58,45,22,354,"male","Swift Swim"
"565",565,"Carracosta",5,"Prototurtle Pokémon","Water_1","Water_3","TRUE","Blue","bipedal_tailed",1.19,81,"False",45,7680,70,1000000,"water","rock","TRUE","FALSE",74,108,133,83,65,32,495,"male","Sturdy"
"566",566,"Archen",5,"First Bird Pokémon","Flying","Water_3","TRUE","Yellow","two_wings",0.51,9.5,"False",45,7680,70,1000000,"rock","flying","TRUE","FALSE",49,123,45,74,45,70,406,"male","Defeatist"
"567",567,"Archeops",5,"First Bird Pokémon","Flying","Water_3","TRUE","Yellow","two_wings",1.4,32,"False",45,7680,70,1000000,"rock","flying","TRUE","FALSE",75,140,71,112,65,99,562,"male","Defeatist"
"568",568,"Trubbish",5,"Trash Bag Pokémon","Mineral","none","FALSE","Green","bipedal_tailless",0.61,31,"False",190,5120,70,1000000,"poison","none","FALSE","FALSE",55,50,62,40,62,58,327,"female","Stench"
"569",569,"Garbodor",5,"Trash Heap Pokémon","Mineral","none","FALSE","Green","bipedal_tailless",1.91,107.3,"False",60,5120,70,1000000,"poison","none","FALSE","FALSE",80,95,82,60,82,75,474,"male","Weak Armor"
"570",570,"Zorua",5,"Tricky Fox Pokémon","Field","none","FALSE","Grey","quadruped",0.71,12.5,"False",75,6400,70,1059860,"dark","none","FALSE","FALSE",44,65,40,72,40,65,326,"male","Illusion"
"571",571,"Zoroark",5,"Illusion Fox Pokémon","Field","none","FALSE","Grey","bipedal_tailed",1.6,81.1,"False",45,5120,70,1059860,"dark","none","FALSE","FALSE",60,105,60,120,60,105,510,"female","Illusion"
"572",572,"Minccino",5,"Chinchilla Pokémon","Field","none","FALSE","Grey","quadruped",0.41,5.8,"False",255,3840,70,800000,"normal","none","FALSE","FALSE",60,45,40,40,40,75,300,"female","Skill Link"
"573",573,"Cinccino",5,"Scarf Pokémon","Field","none","FALSE","Grey","quadruped",0.51,7.5,"False",60,3840,70,800000,"normal","none","FALSE","FALSE",75,95,54,71,60,115,470,"male","Skill Link"
"574",574,"Gothita",5,"Fixation Pokémon","Human-Like","none","FALSE","Purple","bipedal_tailless",0.41,5.8,"False",200,5120,70,1059860,"psychic","none","FALSE","FALSE",45,30,55,55,58,45,288,"female","Frisk"
"575",575,"Gothorita",5,"Manipulate Pokémon","Human-Like","none","FALSE","Purple","bipedal_tailless",0.71,18,"False",100,5120,70,1059860,"psychic","none","FALSE","FALSE",66,45,63,75,85,55,389,"female","Shadow Tag"
"576",576,"Gothitelle",5,"Astral Body Pokémon","Human-Like","none","FALSE","Purple","bipedal_tailless",1.5,44,"False",50,5120,70,1059860,"psychic","none","FALSE","FALSE",70,55,95,85,121,65,491,"female","Shadow Tag"
"577",577,"Solosis",5,"Cell Pokémon","Amorphous","none","FALSE","Green","head_only",0.3,1,"False",200,5120,70,1059860,"psychic","none","FALSE","FALSE",49,30,40,105,45,20,289,"male","Magic Guard"
"578",578,"Duosion",5,"Mitosis Pokémon","Amorphous","none","FALSE","Green","head_only",0.61,8,"False",100,5120,70,1059860,"psychic","none","FALSE","FALSE",71,40,50,112,60,30,363,"male","Magic Guard"
"579",579,"Reuniclus",5,"Multiplying Pokémon","Amorphous","none","FALSE","Green","head_arms",0.99,20.1,"False",50,5120,70,1059860,"psychic","none","FALSE","FALSE",110,58,82,125,85,30,490,"male","Regenerator"
"580",580,"Ducklett",5,"Water Bird Pokémon","Water_1","Flying","TRUE","Blue","two_wings",0.51,5.5,"False",190,5120,70,1000000,"water","flying","TRUE","FALSE",62,44,45,48,50,55,304,"female","Keen Eye"
"581",581,"Swanna",5,"White Bird Pokémon","Water_1","Flying","TRUE","White","two_wings",1.3,24.2,"False",45,5120,70,1000000,"water","flying","TRUE","FALSE",75,87,63,95,56,98,474,"female","Big Pecks"
"582",582,"Vanillite",5,"Fresh Snow Pokémon","Mineral","none","FALSE","White","head_base",0.41,5.7,"False",255,5120,70,1250000,"ice","none","FALSE","FALSE",39,50,45,65,60,44,303,"male","Weak Armor"
"583",583,"Vanillish",5,"Icy Snow Pokémon","Mineral","none","FALSE","White","head_base",1.09,41,"False",120,5120,70,1250000,"ice","none","FALSE","FALSE",51,65,71,72,75,59,393,"male","Ice Body"
"584",584,"Vanilluxe",5,"Snowstorm Pokémon","Mineral","none","FALSE","White","multiple_bodies",1.3,57.5,"False",45,5120,70,1250000,"ice","none","FALSE","FALSE",71,95,85,110,95,79,535,"female","Weak Armor"
"585",585,"Deerling",5,"Season Pokémon","Field","none","FALSE","Yellow","quadruped",0.61,19.5,"False",190,5120,70,1000000,"normal","grass","TRUE","FALSE",60,60,50,40,55,67,332,"female","Sap Sipper"
"586",586,"Sawsbuck",5,"Season Pokémon","Field","none","FALSE","Brown","quadruped",1.91,92.5,"False",75,5120,70,1000000,"normal","grass","TRUE","FALSE",88,100,70,60,63,95,476,"male","Sap Sipper"
"587",587,"Emolga",5,"Sky Squirrel Pokémon","Field","none","FALSE","White","quadruped",0.41,5,"False",200,5120,70,1000000,"electric","flying","TRUE","FALSE",55,75,60,75,66,92,423,"female","Motor Drive"
"588",588,"Karrablast",5,"Clamping Pokémon","Bug","none","FALSE","Blue","bipedal_tailless",0.51,5.9,"False",200,3840,70,1000000,"bug","none","FALSE","FALSE",55,67,45,40,45,60,312,"male","No Guard"
"589",589,"Escavalier",5,"Cavalry Pokémon","Bug","none","FALSE","Grey","head_arms",0.99,33,"False",75,3840,70,1000000,"bug","steel","TRUE","FALSE",70,121,105,60,105,22,483,"female","Overcoat"
"590",590,"Foongus",5,"Mushroom Pokémon","Grass","none","FALSE","White","head_arms",0.2,1,"False",190,5120,70,1000000,"grass","poison","TRUE","FALSE",69,60,40,55,55,15,294,"female","Effect Spore"
"591",591,"Amoonguss",5,"Mushroom Pokémon","Grass","none","FALSE","Grey","head_arms",0.61,10.5,"False",75,5120,70,1000000,"grass","poison","TRUE","FALSE",114,85,70,85,80,30,464,"female","Regenerator"
"592",592,"Frillish",5,"Floating Pokémon","Amorphous","none","FALSE","White","several_limbs",1.19,33,"False",190,5120,70,1000000,"water","ghost","TRUE","FALSE",60,36,50,65,85,40,336,"female","Cursed Body"
"593",593,"Jellicent",5,"Floating Pokémon","Amorphous","none","FALSE","White","several_limbs",2.21,135,"False",60,5120,70,1000000,"water","ghost","TRUE","FALSE",100,60,70,85,105,60,480,"female","Damp"
"594",594,"Alomomola",5,"Caring Pokémon","Water_1","Water_2","TRUE","Pink","with_fins",1.19,31.6,"False",75,10240,70,800000,"water","none","FALSE","FALSE",165,67,80,44,45,65,466,"female","Healer"
"595",595,"Joltik",5,"Attaching Pokémon","Bug","none","FALSE","Yellow","insectoid",0.1,0.6,"False",190,5120,70,1000000,"bug","electric","TRUE","FALSE",50,47,50,51,55,65,318,"female","Swarm"
"596",596,"Galvantula",5,"EleSpider Pokémon","Bug","none","FALSE","Yellow","insectoid",0.79,14.3,"False",75,5120,70,1000000,"bug","electric","TRUE","FALSE",70,77,60,97,60,108,472,"male","Unnerve"
"597",597,"Ferroseed",5,"Thorn Seed Pokémon","Grass","Mineral","TRUE","Grey","head_only",0.61,18.8,"False",255,5120,70,1000000,"grass","steel","TRUE","FALSE",44,50,100,24,86,9,313,"male","Iron Barbs"
"598",598,"Ferrothorn",5,"Thorn Pod Pokémon","Grass","Mineral","TRUE","Grey","several_limbs",0.99,110,"False",90,5120,70,1000000,"grass","steel","TRUE","FALSE",74,84,131,59,116,20,484,"female","Iron Barbs"
"599",599,"Klink",5,"Gear Pokémon","Mineral","none","FALSE","Grey","multiple_bodies",0.3,21,"False",130,5120,70,1059860,"steel","none","FALSE","FALSE",40,55,70,45,60,30,300,"genderless","Clear Body"
"600",600,"Klang",5,"Gear Pokémon","Mineral","none","FALSE","Grey","multiple_bodies",0.61,51,"False",60,5120,70,1059860,"steel","none","FALSE","FALSE",54,80,95,77,85,50,441,"genderless","Plus"
"601",601,"Klinklang",5,"Gear Pokémon","Mineral","none","FALSE","Grey","multiple_bodies",0.61,81,"False",30,5120,70,1059860,"steel","none","FALSE","FALSE",60,100,115,70,85,90,520,"genderless","Plus"
"602",602,"Tynamo",5,"EleFish Pokémon","Amorphous","none","FALSE","White","with_fins",0.2,0.3,"False",190,5120,70,1250000,"electric","none","FALSE","FALSE",31,55,40,45,40,66,277,"male","Levitate"
"603",603,"Eelektrik",5,"EleFish Pokémon","Amorphous","none","FALSE","Blue","with_fins",1.19,22,"False",60,5120,70,1250000,"electric","none","FALSE","FALSE",65,85,70,75,70,40,405,"female","Levitate"
"604",604,"Eelektross",5,"EleFish Pokémon","Amorphous","none","FALSE","Blue","with_fins",2.11,80.5,"False",30,5120,70,1250000,"electric","none","FALSE","FALSE",85,115,80,105,80,50,515,"male","Levitate"
"605",605,"Elgyem",5,"Cerebral Pokémon","Human-Like","none","FALSE","Grey","bipedal_tailed",0.51,9,"False",255,5120,70,1000000,"psychic","none","FALSE","FALSE",55,55,55,93,49,30,337,"male","Analytic"
"606",606,"Beheeyem",5,"Cerebral Pokémon","Human-Like","none","FALSE","Brown","bipedal_tailless",0.99,34.5,"False",90,5120,70,1000000,"psychic","none","FALSE","FALSE",67,82,75,125,95,40,484,"female","Analytic"
"607",607,"Litwick",5,"Candle Pokémon","Amorphous","none","FALSE","White","head_base",0.3,3.1,"False",190,5120,70,1059860,"ghost","fire","TRUE","FALSE",50,30,60,65,55,18,278,"female","Flame Body"
"608",608,"Lampent",5,"Lamp Pokémon","Amorphous","none","FALSE","Black","head_arms",0.61,13,"False",90,5120,70,1059860,"ghost","fire","TRUE","FALSE",54,44,60,95,60,55,368,"male","Flame Body"
"609",609,"Chandelure",5,"Luring Pokémon","Amorphous","none","FALSE","Black","head_arms",0.99,34.3,"False",45,5120,70,1059860,"ghost","fire","TRUE","FALSE",60,55,90,145,90,80,520,"female","Flash Fire"
"610",610,"Axew",5,"Tusk Pokémon","Monster","Dragon","TRUE","Green","bipedal_tailed",0.61,18,"False",75,10240,35,1250000,"dragon","none","FALSE","FALSE",50,87,60,30,40,51,318,"female","Rivalry"
"611",611,"Fraxure",5,"Axe Jaw Pokémon","Monster","Dragon","TRUE","Green","bipedal_tailed",0.99,36,"False",60,10240,35,1250000,"dragon","none","FALSE","FALSE",72,105,70,40,50,67,404,"female","Unnerve"
"612",612,"Haxorus",5,"Axe Jaw Pokémon","Monster","Dragon","TRUE","Yellow","bipedal_tailed",1.8,105.5,"False",45,10240,35,1250000,"dragon","none","FALSE","FALSE",68,161,90,60,70,97,546,"male","Unnerve"
"613",613,"Cubchoo",5,"Chill Pokémon","Field","none","FALSE","Blue","bipedal_tailed",0.51,8.5,"False",120,5120,70,1000000,"ice","none","FALSE","FALSE",60,70,36,60,40,40,306,"male","Slush Rush"
"614",614,"Beartic",5,"Freezing Pokémon","Field","none","FALSE","White","quadruped",2.59,260,"False",60,5120,70,1000000,"ice","none","FALSE","FALSE",85,143,80,70,80,50,508,"female","Swift Swim"
"615",615,"Cryogonal",5,"Crystallizing Pokémon","Mineral","none","FALSE","Blue","head_only",1.09,148,"False",25,6400,70,1000000,"ice","none","FALSE","FALSE",72,50,50,104,135,105,516,"genderless","Levitate"
"616",616,"Shelmet",5,"Snail Pokémon","Bug","none","FALSE","Red","head_only",0.41,7.7,"False",200,3840,70,1000000,"bug","none","FALSE","FALSE",50,40,93,36,65,25,309,"male","Overcoat"
"617",617,"Accelgor",5,"Shell Out Pokémon","Bug","none","FALSE","Red","head_arms",0.79,25.3,"False",75,3840,70,1000000,"bug","none","FALSE","FALSE",80,70,40,100,66,130,486,"female","Unburden"
"618",618,"Stunfisk",5,"Trap Pokémon","Water_1","Amorphous","TRUE","Brown","with_fins",0.71,11,"False",75,5120,70,1000000,"ground","electric","TRUE","FALSE",98,66,84,89,99,32,468,"female","Limber"
"619",619,"Mienfoo",5,"Martial Arts Pokémon","Field","Human-Like","TRUE","Yellow","bipedal_tailed",0.89,20,"False",180,6400,70,1059860,"fighting","none","FALSE","FALSE",45,76,50,55,50,71,347,"male","Regenerator"
"620",620,"Mienshao",5,"Martial Arts Pokémon","Field","Human-Like","TRUE","Purple","bipedal_tailed",1.4,35.5,"False",45,6400,70,1059860,"fighting","none","FALSE","FALSE",65,112,60,95,66,105,503,"male","Inner Focus"
"621",621,"Druddigon",5,"Cave Pokémon","Dragon","Monster","TRUE","Red","bipedal_tailed",1.6,139,"False",45,7680,70,1000000,"dragon","none","FALSE","FALSE",77,120,90,60,90,48,485,"female","Rough Skin"
"622",622,"Golett",5,"Automaton Pokémon","Mineral","none","FALSE","Green","bipedal_tailless",0.99,92,"False",190,6400,70,1000000,"ground","ghost","TRUE","FALSE",59,66,50,38,50,35,298,"genderless","Iron Fist"
"623",623,"Golurk",5,"Automaton Pokémon","Mineral","none","FALSE","Green","bipedal_tailless",2.79,330,"False",90,6400,70,1000000,"ground","ghost","TRUE","FALSE",89,124,72,55,80,60,480,"genderless","No Guard"
"624",624,"Pawniard",5,"Sharp Blade Pokémon","Human-Like","none","FALSE","Red","bipedal_tailless",0.51,10.2,"False",120,5120,35,1000000,"dark","steel","TRUE","FALSE",45,85,70,40,40,60,340,"female","Pressure"
"625",625,"Bisharp",5,"Sword Blade Pokémon","Human-Like","none","FALSE","Red","bipedal_tailless",1.6,70,"False",45,5120,35,1000000,"dark","steel","TRUE","FALSE",71,125,100,60,70,63,489,"female","Defiant"
"626",626,"Bouffalant",5,"Bash Buffalo Pokémon","Field","none","FALSE","Brown","quadruped",1.6,94.6,"False",45,5120,70,1000000,"normal","none","FALSE","FALSE",95,110,85,40,104,55,489,"male","Sap Sipper"
"627",627,"Rufflet",5,"Eaglet Pokémon","Flying","none","FALSE","White","two_wings",0.51,10.5,"False",190,5120,70,1250000,"normal","flying","TRUE","FALSE",70,91,50,33,50,60,354,"male","Keen Eye"
"628",628,"Braviary",5,"Valiant Pokémon","Flying","none","FALSE","Red","two_wings",1.5,41,"False",60,5120,70,1250000,"normal","flying","TRUE","FALSE",100,123,67,57,75,88,510,"male","Defiant"
