"","pokedex_number","name","generation","category","egg_group_1","egg_group_2","has_egg_group_2","color","body_style","height_m","weight_kg","abilities","ability_1","ability_2","ability_3","ability_4","ability_5","ability_6","no_of_abilities","has_mega_evolution","catch_rate","base_egg_steps","base_friendship","experience_growth","has_gender","prob_male","type_1","type_2","has_type_2","is_legendary","hp","attack","defense","sp_attack","sp_defense","speed","total"
"89",89,"Muk",1,"Sludge","Amorphous","none","FALSE","Purple","head_arms",1.19,30,"['Stench', 'Sticky Hold', 'Poison Touch', 'Poison Touch', 'Gluttony', 'Power of Alchemy']","Stench","Sticky Hold","Poison Touch","Poison Touch","Gluttony","Power of Alchemy",6,"False",75,5120,70,1000000,"True",0.5,"poison","poison","TRUE","FALSE",105,105,75,65,100,50,500
"90",90,"Shellder",1,"Bivalve","Water_3","none","FALSE","Purple","head_only",0.3,4,"['Shell Armor', 'Skill Link', 'Overcoat']","Shell Armor","Skill Link","Overcoat","none","none","none",3,"False",190,5120,70,1250000,"True",0.5,"water","none","FALSE","FALSE",30,65,100,45,25,40,305
"91",91,"Cloyster",1,"Bivalve","Water_3","none","FALSE","Purple","head_only",1.5,132.5,"['Shell Armor', 'Skill Link', 'Overcoat']","Shell Armor","Skill Link","Overcoat","none","none","none",3,"False",60,5120,70,1250000,"True",0.5,"water","ice","TRUE","FALSE",50,95,180,85,45,70,525
"92",92,"Gastly",1,"Gas","Amorphous","none","FALSE","Purple","head_only",1.3,0.1,"['Levitate']","Levitate","none","none","none","none","none",1,"False",190,5120,70,1059860,"True",0.5,"ghost","poison","TRUE","FALSE",30,35,30,100,35,80,310
"93",93,"Haunter",1,"Gas","Amorphous","none","FALSE","Purple","head_arms",1.6,0.1,"['Levitate']","Levitate","none","none","none","none","none",1,"False",90,5120,70,1059860,"True",0.5,"ghost","poison","TRUE","FALSE",45,50,45,115,55,95,405
"94",94,"Gengar",1,"Shadow","Amorphous","none","FALSE","Purple","bipedal_tailed",1.5,40.5,"['Cursed Body']","Cursed Body","none","none","none","none","none",1,"True",45,5120,70,1059860,"True",0.5,"ghost","poison","TRUE","FALSE",60,65,80,170,95,130,600
"95",95,"Onix",1,"Rock Snake","Mineral","none","FALSE","Grey","serpentine_body",8.79,210,"['Rock Head', 'Sturdy', 'Weak Armor']","Rock Head","Sturdy","Weak Armor","none","none","none",3,"False",45,6400,70,1000000,"True",0.5,"rock","ground","TRUE","FALSE",35,45,160,30,45,70,385
"96",96,"Drowzee",1,"Hypnosis","Human-Like","none","FALSE","Yellow","bipedal_tailless",0.99,32.4,"['Insomnia', 'Forewarn', 'Inner Focus']","Insomnia","Forewarn","Inner Focus","none","none","none",3,"False",190,5120,70,1000000,"True",0.5,"psychic","none","FALSE","FALSE",60,48,45,43,90,42,328
"97",97,"Hypno",1,"Hypnosis","Human-Like","none","FALSE","Yellow","bipedal_tailless",1.6,75.6,"['Insomnia', 'Forewarn', 'Inner Focus']","Insomnia","Forewarn","Inner Focus","none","none","none",3,"False",75,5120,70,1000000,"True",0.5,"psychic","none","FALSE","FALSE",85,73,70,73,115,67,483
"98",98,"Krabby",1,"River Crab","Water_3","none","FALSE","Red","insectoid",0.41,6.5,"['Hyper Cutter', 'Shell Armor', 'Sheer Force']","Hyper Cutter","Shell Armor","Sheer Force","none","none","none",3,"False",225,5120,70,1000000,"True",0.5,"water","none","FALSE","FALSE",30,105,90,25,25,50,325
"99",99,"Kingler",1,"Pincer","Water_3","none","FALSE","Red","insectoid",1.3,60,"['Hyper Cutter', 'Shell Armor', 'Sheer Force']","Hyper Cutter","Shell Armor","Sheer Force","none","none","none",3,"False",60,5120,70,1000000,"True",0.5,"water","none","FALSE","FALSE",55,130,115,50,50,75,475
"100",100,"Voltorb",1,"Ball","Mineral","none","FALSE","Red","head_only",0.51,10.4,"['Soundproof', 'Static', 'Aftermath']","Soundproof","Static","Aftermath","none","none","none",3,"False",190,5120,70,1000000,"False",0,"electric","none","FALSE","FALSE",40,30,50,55,55,100,330
"101",101,"Electrode",1,"Ball","Mineral","none","FALSE","Red","head_only",1.19,66.6,"['Soundproof', 'Static', 'Aftermath']","Soundproof","Static","Aftermath","none","none","none",3,"False",60,5120,70,1000000,"False",0,"electric","none","FALSE","FALSE",60,50,70,80,80,150,490
"102",102,"Exeggcute",1,"Egg","Grass","none","FALSE","Pink","multiple_bodies",0.41,2.5,"['Chlorophyll', 'Harvest']","Chlorophyll","Harvest","none","none","none","none",2,"False",90,5120,70,1250000,"True",0.5,"grass","psychic","TRUE","FALSE",60,40,80,60,45,40,325
"103",103,"Exeggutor",1,"Coconut","Grass","none","FALSE","Yellow","head_legs",2.01,120,"['Chlorophyll', 'Harvest', 'Frisk', 'Harvest']","Chlorophyll","Harvest","Frisk","Harvest","none","none",4,"False",45,5120,70,1250000,"True",0.5,"grass","psychic","TRUE","FALSE",95,105,85,125,75,45,530
"104",104,"Cubone",1,"Lonely","Monster","none","FALSE","Brown","bipedal_tailed",0.41,6.5,"['Rock Head', 'Lightningrod', 'Battle Armor']","Rock Head","Lightningrod","Battle Armor","none","none","none",3,"False",190,5120,70,1000000,"True",0.5,"ground","none","FALSE","FALSE",50,50,95,40,50,35,320
"105",105,"Marowak",1,"Bone Keeper","Monster","none","FALSE","Brown","bipedal_tailed",0.99,45,"['Rock Head', 'Lightningrod', 'Battle Armor', 'Cursed Body', 'Lightningrod', 'Rock Head']","Rock Head","Lightningrod","Battle Armor","Cursed Body","Lightningrod","Rock Head",6,"False",75,5120,70,1000000,"True",0.5,"ground","fire","TRUE","FALSE",60,80,110,50,80,45,425
"106",106,"Hitmonlee",1,"Kicking","Human-Like","none","FALSE","Brown","bipedal_tailless",1.5,49.8,"['Limber', 'Reckless', 'Unburden']","Limber","Reckless","Unburden","none","none","none",3,"False",45,6400,70,1000000,"True",1,"fighting","none","FALSE","FALSE",50,120,53,35,110,87,455
"107",107,"Hitmonchan",1,"Punching","Human-Like","none","FALSE","Brown","bipedal_tailless",1.4,50.2,"['Keen Eye', 'Iron Fist', 'Inner Focus']","Keen Eye","Iron Fist","Inner Focus","none","none","none",3,"False",45,6400,70,1000000,"True",1,"fighting","none","FALSE","FALSE",50,105,79,35,110,76,455
"108",108,"Lickitung",1,"Licking","Monster","none","FALSE","Pink","bipedal_tailed",1.19,65.5,"['Own Tempo', 'Oblivious', 'Cloud Nine']","Own Tempo","Oblivious","Cloud Nine","none","none","none",3,"False",45,5120,70,1000000,"True",0.5,"normal","none","FALSE","FALSE",90,55,75,60,75,30,385
"109",109,"Koffing",1,"Poison Gas","Amorphous","none","FALSE","Purple","head_only",0.61,1,"['Levitate']","Levitate","none","none","none","none","none",1,"False",190,5120,70,1000000,"True",0.5,"poison","none","FALSE","FALSE",40,65,95,60,45,35,340
"110",110,"Weezing",1,"Poison Gas","Amorphous","none","FALSE","Purple","multiple_bodies",1.19,9.5,"['Levitate']","Levitate","none","none","none","none","none",1,"False",60,5120,70,1000000,"True",0.5,"poison","none","FALSE","FALSE",65,90,120,85,70,60,490
"111",111,"Rhyhorn",1,"Spikes","Monster","Field","TRUE","Grey","quadruped",0.99,115,"['Lightningrod', 'Rock Head', 'Reckless']","Lightningrod","Rock Head","Reckless","none","none","none",3,"False",120,5120,70,1250000,"True",0.5,"ground","rock","TRUE","FALSE",80,85,95,30,30,25,345
"112",112,"Rhydon",1,"Drill","Monster","Field","TRUE","Grey","bipedal_tailed",1.91,120,"['Lightningrod', 'Rock Head', 'Reckless']","Lightningrod","Rock Head","Reckless","none","none","none",3,"False",60,5120,70,1250000,"True",0.5,"ground","rock","TRUE","FALSE",105,130,120,45,45,40,485
"113",113,"Chansey",1,"Egg","Fairy","none","FALSE","Pink","bipedal_tailed",1.09,34.6,"['Natural Cure', 'Serene Grace', 'Healer']","Natural Cure","Serene Grace","Healer","none","none","none",3,"False",30,10240,140,800000,"True",0,"normal","none","FALSE","FALSE",250,5,5,35,105,50,450
"114",114,"Tangela",1,"Vine","Grass","none","FALSE","Blue","head_legs",0.99,35,"['Chlorophyll', 'Leaf Guard', 'Regenerator']","Chlorophyll","Leaf Guard","Regenerator","none","none","none",3,"False",45,5120,70,1000000,"True",0.5,"grass","none","FALSE","FALSE",65,55,115,100,40,60,435
"115",115,"Kangaskhan",1,"Parent","Monster","none","FALSE","Brown","bipedal_tailed",2.21,80,"['Early Bird', 'Scrappy', 'Inner Focus']","Early Bird","Scrappy","Inner Focus","none","none","none",3,"True",45,5120,70,1000000,"True",0,"normal","none","FALSE","FALSE",105,125,100,60,100,100,590
"116",116,"Horsea",1,"Dragon","Water_1","Dragon","TRUE","Blue","head_base",0.41,8,"['Swift Swim', 'Sniper', 'Damp']","Swift Swim","Sniper","Damp","none","none","none",3,"False",225,5120,70,1000000,"True",0.5,"water","none","FALSE","FALSE",30,40,70,70,25,60,295
"117",117,"Seadra",1,"Dragon","Water_1","Dragon","TRUE","Blue","head_base",1.19,25,"['Poison Point', 'Sniper', 'Damp']","Poison Point","Sniper","Damp","none","none","none",3,"False",75,5120,70,1000000,"True",0.5,"water","none","FALSE","FALSE",55,65,95,95,45,85,440
"118",118,"Goldeen",1,"Goldfish","Water_2","none","FALSE","Red","with_fins",0.61,15,"['Swift Swim', 'Water Veil', 'Lightningrod']","Swift Swim","Water Veil","Lightningrod","none","none","none",3,"False",225,5120,70,1000000,"True",0.5,"water","none","FALSE","FALSE",45,67,60,35,50,63,320
"119",119,"Seaking",1,"Goldfish","Water_2","none","FALSE","Red","with_fins",1.3,39,"['Swift Swim', 'Water Veil', 'Lightningrod']","Swift Swim","Water Veil","Lightningrod","none","none","none",3,"False",60,5120,70,1000000,"True",0.5,"water","none","FALSE","FALSE",80,92,65,65,80,68,450
"120",120,"Staryu",1,"Starshape","Water_3","none","FALSE","Brown","head_base",0.79,34.5,"['Illuminate', 'Natural Cure', 'Analytic']","Illuminate","Natural Cure","Analytic","none","none","none",3,"False",225,5120,70,1250000,"False",0,"water","none","FALSE","FALSE",30,45,55,70,55,85,340
"121",121,"Starmie",1,"Mysterious","Water_3","none","FALSE","Purple","head_base",1.09,80,"['Illuminate', 'Natural Cure', 'Analytic']","Illuminate","Natural Cure","Analytic","none","none","none",3,"False",60,5120,70,1250000,"False",0,"water","psychic","TRUE","FALSE",60,75,85,100,85,115,520
"122",122,"Mr. Mime",1,"Barrier","Human-Like","none","FALSE","Pink","bipedal_tailless",1.3,54.5,"['Soundproof', 'Filter', 'Technician']","Soundproof","Filter","Technician","none","none","none",3,"False",45,6400,70,1000000,"True",0.5,"psychic","fairy","TRUE","FALSE",40,45,65,100,120,90,460
"123",123,"Scyther",1,"Mantis","Bug","none","FALSE","Green","four_wings",1.5,56,"['Swarm', 'Technician', 'Steadfast']","Swarm","Technician","Steadfast","none","none","none",3,"False",45,6400,70,1000000,"True",0.5,"bug","flying","TRUE","FALSE",70,110,80,55,80,105,500
"124",124,"Jynx",1,"Humanshape","Human-Like","none","FALSE","Red","bipedal_tailless",1.4,40.6,"['Oblivious', 'Forewarn', 'Dry Skin']","Oblivious","Forewarn","Dry Skin","none","none","none",3,"False",45,6400,70,1000000,"True",0,"ice","psychic","TRUE","FALSE",65,50,35,115,95,95,455
"125",125,"Electabuzz",1,"Electric","Human-Like","none","FALSE","Yellow","bipedal_tailed",1.09,30,"['Static', 'Vital Spirit']","Static","Vital Spirit","none","none","none","none",2,"False",45,6400,70,1000000,"True",0.75,"electric","none","FALSE","FALSE",65,83,57,95,85,105,490
"126",126,"Magmar",1,"Spitfire","Human-Like","none","FALSE","Red","bipedal_tailed",1.3,44.5,"['Flame Body', 'Vital Spirit']","Flame Body","Vital Spirit","none","none","none","none",2,"False",45,6400,70,1000000,"True",0.75,"fire","none","FALSE","FALSE",65,95,57,100,85,93,495
"127",127,"Pinsir",1,"Stagbeetle","Bug","none","FALSE","Brown","bipedal_tailless",1.5,55,"['Hyper Cutter', 'Mold Breaker', 'Moxie']","Hyper Cutter","Mold Breaker","Moxie","none","none","none",3,"True",45,6400,70,1250000,"True",0.5,"bug","none","FALSE","FALSE",65,155,120,65,90,105,600
"128",128,"Tauros",1,"Wild Bull","Field","none","FALSE","Brown","quadruped",1.4,88.4,"['Intimidate', 'Anger Point', 'Sheer Force']","Intimidate","Anger Point","Sheer Force","none","none","none",3,"False",45,5120,70,1250000,"True",1,"normal","none","FALSE","FALSE",75,100,95,40,70,110,490
"129",129,"Magikarp",1,"Fish","Water_2","Dragon","TRUE","Red","with_fins",0.89,10,"['Swift Swim', 'Rattled']","Swift Swim","Rattled","none","none","none","none",2,"False",255,1280,70,1250000,"True",0.5,"water","none","FALSE","FALSE",20,10,55,15,20,80,200
"130",130,"Gyarados",1,"Atrocious","Water_2","Dragon","TRUE","Blue","serpentine_body",6.5,235,"['Intimidate', 'Moxie']","Intimidate","Moxie","none","none","none","none",2,"True",45,1280,70,1250000,"True",0.5,"water","flying","TRUE","FALSE",95,155,109,70,130,81,640
"131",131,"Lapras",1,"Transport","Monster","Water_1","TRUE","Blue","with_fins",2.49,220,"['Water Absorb', 'Shell Armor', 'Hydration']","Water Absorb","Shell Armor","Hydration","none","none","none",3,"False",45,10240,70,1250000,"True",0.5,"water","ice","TRUE","FALSE",130,85,80,85,95,60,535
"132",132,"Ditto",1,"Transform","Ditto","none","FALSE","Purple","head_only",0.3,4,"['Limber', 'Imposter']","Limber","Imposter","none","none","none","none",2,"False",35,5120,70,1000000,"False",0,"normal","none","FALSE","FALSE",48,48,48,48,48,48,288
"133",133,"Eevee",1,"Evolution","Field","none","FALSE","Brown","quadruped",0.3,6.5,"['Run Away', 'Adaptability', 'Anticipation']","Run Away","Adaptability","Anticipation","none","none","none",3,"False",45,8960,70,1000000,"True",0.875,"normal","none","FALSE","FALSE",55,55,50,45,65,55,325
"134",134,"Vaporeon",1,"Bubble Jet","Field","none","FALSE","Blue","quadruped",0.99,29,"['Water Absorb', 'Hydration']","Water Absorb","Hydration","none","none","none","none",2,"False",45,8960,70,1000000,"True",0.875,"water","none","FALSE","FALSE",130,65,60,110,95,65,525
"135",135,"Jolteon",1,"Lightning","Field","none","FALSE","Yellow","quadruped",0.79,24.5,"['Volt Absorb', 'Quick Feet']","Volt Absorb","Quick Feet","none","none","none","none",2,"False",45,8960,70,1000000,"True",0.875,"electric","none","FALSE","FALSE",65,65,60,110,95,130,525
"136",136,"Flareon",1,"Flame","Field","none","FALSE","Red","quadruped",0.89,25,"['Flash Fire', 'Guts']","Flash Fire","Guts","none","none","none","none",2,"False",45,8960,70,1000000,"True",0.875,"fire","none","FALSE","FALSE",65,130,60,95,110,65,525
"137",137,"Porygon",1,"Virtual","Mineral","none","FALSE","Pink","head_legs",0.79,36.5,"['Trace', 'Download', 'Analytic']","Trace","Download","Analytic","none","none","none",3,"False",45,5120,70,1000000,"False",0,"normal","none","FALSE","FALSE",65,60,70,85,75,40,395
"138",138,"Omanyte",1,"Spiral","Water_1","Water_3","TRUE","Blue","several_limbs",0.41,7.5,"['Swift Swim', 'Shell Armor', 'Weak Armor']","Swift Swim","Shell Armor","Weak Armor","none","none","none",3,"False",45,7680,70,1000000,"True",0.875,"rock","water","TRUE","FALSE",35,40,100,90,55,35,355
"139",139,"Omastar",1,"Spiral","Water_1","Water_3","TRUE","Blue","several_limbs",0.99,35,"['Swift Swim', 'Shell Armor', 'Weak Armor']","Swift Swim","Shell Armor","Weak Armor","none","none","none",3,"False",45,7680,70,1000000,"True",0.875,"rock","water","TRUE","FALSE",70,60,125,115,70,55,495
"140",140,"Kabuto",1,"Shellfish","Water_1","Water_3","TRUE","Brown","insectoid",0.51,11.5,"['Swift Swim', 'Battle Armor', 'Weak Armor']","Swift Swim","Battle Armor","Weak Armor","none","none","none",3,"False",45,7680,70,1000000,"True",0.875,"rock","water","TRUE","FALSE",30,80,90,55,45,55,355
"141",141,"Kabutops",1,"Shellfish","Water_1","Water_3","TRUE","Brown","bipedal_tailed",1.3,40.5,"['Swift Swim', 'Battle Armor', 'Weak Armor']","Swift Swim","Battle Armor","Weak Armor","none","none","none",3,"False",45,7680,70,1000000,"True",0.875,"rock","water","TRUE","FALSE",60,115,105,65,70,80,495
"142",142,"Aerodactyl",1,"Fossil","Flying","none","FALSE","Purple","two_wings",1.8,59,"['Rock Head', 'Pressure', 'Unnerve']","Rock Head","Pressure","Unnerve","none","none","none",3,"True",45,8960,70,1250000,"True",0.875,"rock","flying","TRUE","FALSE",80,135,85,70,95,150,615
"143",143,"Snorlax",1,"Sleeping","Monster","none","FALSE","Black","bipedal_tailless",2.11,460,"['Immunity', 'Thick Fat', 'Gluttony']","Immunity","Thick Fat","Gluttony","none","none","none",3,"False",25,10240,70,1250000,"True",0.875,"normal","none","FALSE","FALSE",160,110,65,65,110,30,540
"144",144,"Articuno",1,"Freeze","Undiscovered","none","FALSE","Blue","two_wings",1.7,55.4,"['Pressure', 'Snow Cloak']","Pressure","Snow Cloak","none","none","none","none",2,"False",3,20480,35,1250000,"False",0,"ice","flying","TRUE","TRUE",90,85,100,95,125,85,580
"145",145,"Zapdos",1,"Electric","Undiscovered","none","FALSE","Yellow","two_wings",1.6,52.6,"['Pressure', 'Static']","Pressure","Static","none","none","none","none",2,"False",3,20480,35,1250000,"False",0,"electric","flying","TRUE","TRUE",90,90,85,125,90,100,580
"146",146,"Moltres",1,"Flame","Undiscovered","none","FALSE","Yellow","two_wings",2.01,60,"['Pressure', 'Flame Body']","Pressure","Flame Body","none","none","none","none",2,"False",3,20480,35,1250000,"False",0,"fire","flying","TRUE","TRUE",90,100,90,125,85,90,580
"147",147,"Dratini",1,"Dragon","Water_1","Dragon","TRUE","Blue","serpentine_body",1.8,3.3,"['Shed Skin', 'Marvel Scale']","Shed Skin","Marvel Scale","none","none","none","none",2,"False",45,10240,35,1250000,"True",0.5,"dragon","none","FALSE","FALSE",41,64,45,50,50,50,300
"148",148,"Dragonair",1,"Dragon","Water_1","Dragon","TRUE","Blue","serpentine_body",3.99,16.5,"['Shed Skin', 'Marvel Scale']","Shed Skin","Marvel Scale","none","none","none","none",2,"False",45,10240,35,1250000,"True",0.5,"dragon","none","FALSE","FALSE",61,84,65,70,70,70,420
"149",149,"Dragonite",1,"Dragon","Water_1","Dragon","TRUE","Brown","bipedal_tailed",2.21,210,"['Inner Focus', 'Multiscale']","Inner Focus","Multiscale","none","none","none","none",2,"False",45,10240,35,1250000,"True",0.5,"dragon","flying","TRUE","FALSE",91,134,95,100,100,80,600
"150",150,"Mewtwo",1,"Genetic","Undiscovered","none","FALSE","Purple","bipedal_tailed",2.01,122,"['Pressure', 'Unnerve']","Pressure","Unnerve","none","none","none","none",2,"True",3,30720,0,1250000,"False",0,"psychic","none","FALSE","TRUE",106,150,70,194,120,140,780
"151",151,"Mew",1,"New Species","Undiscovered","none","FALSE","Pink","bipedal_tailed",0.41,4,"['Synchronize']","Synchronize","none","none","none","none","none",1,"False",45,30720,100,1059860,"False",0,"psychic","none","FALSE","TRUE",100,100,100,100,100,100,600
"152",152,"Chikorita",2,"Leaf","Monster","Grass","TRUE","Green","quadruped",0.89,6.4,"['Overgrow', 'Leaf Guard']","Overgrow","Leaf Guard","none","none","none","none",2,"False",45,5120,70,1059860,"True",0.875,"grass","none","FALSE","FALSE",45,49,65,49,65,45,318
"153",153,"Bayleef",2,"Leaf","Monster","Grass","TRUE","Green","quadruped",1.19,15.8,"['Overgrow', 'Leaf Guard']","Overgrow","Leaf Guard","none","none","none","none",2,"False",45,5120,70,1059860,"True",0.875,"grass","none","FALSE","FALSE",60,62,80,63,80,60,405
"154",154,"Meganium",2,"Herb","Monster","Grass","TRUE","Green","quadruped",1.8,100.5,"['Overgrow', 'Leaf Guard']","Overgrow","Leaf Guard","none","none","none","none",2,"False",45,5120,70,1059860,"True",0.875,"grass","none","FALSE","FALSE",80,82,100,83,100,80,525
"155",155,"Cyndaquil",2,"Fire Mouse","Field","none","FALSE","Yellow","bipedal_tailless",0.51,7.9,"['Blaze', 'Flash Fire']","Blaze","Flash Fire","none","none","none","none",2,"False",45,5120,70,1059860,"True",0.875,"fire","none","FALSE","FALSE",39,52,43,60,50,65,309
"156",156,"Quilava",2,"Volcano","Field","none","FALSE","Yellow","quadruped",0.89,19,"['Blaze', 'Flash Fire']","Blaze","Flash Fire","none","none","none","none",2,"False",45,5120,70,1059860,"True",0.875,"fire","none","FALSE","FALSE",58,64,58,80,65,80,405
"157",157,"Typhlosion",2,"Volcano","Field","none","FALSE","Yellow","quadruped",1.7,79.5,"['Blaze', 'Flash Fire']","Blaze","Flash Fire","none","none","none","none",2,"False",45,5120,70,1059860,"True",0.875,"fire","none","FALSE","FALSE",78,84,78,109,85,100,534
"158",158,"Totodile",2,"Big Jaw","Monster","Water_1","TRUE","Blue","bipedal_tailed",0.61,9.5,"['Torrent', 'Sheer Force']","Torrent","Sheer Force","none","none","none","none",2,"False",45,5120,70,1059860,"True",0.875,"water","none","FALSE","FALSE",50,65,64,44,48,43,314
"159",159,"Croconaw",2,"Big Jaw","Monster","Water_1","TRUE","Blue","bipedal_tailed",1.09,25,"['Torrent', 'Sheer Force']","Torrent","Sheer Force","none","none","none","none",2,"False",45,5120,70,1059860,"True",0.875,"water","none","FALSE","FALSE",65,80,80,59,63,58,405
"160",160,"Feraligatr",2,"Big Jaw","Monster","Water_1","TRUE","Blue","bipedal_tailed",2.31,88.8,"['Torrent', 'Sheer Force']","Torrent","Sheer Force","none","none","none","none",2,"False",45,5120,70,1059860,"True",0.875,"water","none","FALSE","FALSE",85,105,100,79,83,78,530
